Name,Quality,stattrak_available,souvenir_available,weapon_type,min_float,max_float,worst_condition_index,best_condition_index,containers_found_in,DefIndex,PaintIndex
AK-47 | Aquamarine Revenge,covert,True,False,rifle,0.0,1.0,4,0,falchion case,7,474
M4A4 | Faded Zebra,mil-spec,True,False,rifle,0.06,0.8,4,0,esports 2013 case,16,176
M4A4 | Global Offensive,mil-spec,False,False,rifle,0.0,0.7,4,0,the control collection,16,993
M4A4 | Griffin,restricted,True,False,rifle,0.0,0.8,4,0,operation vanguard weapon case,16,384
M4A4 | Hellfire,classified,True,False,rifle,0.0,0.5,4,0,operation hydra case,16,664
M4A4 | Howl,contraband,True,False,rifle,0.0,0.4,3,0,,16,309
M4A4 | In Living Color,covert,True,False,rifle,0.0,0.79,4,0,snakebite case,16,1041
M4A4 | Jungle Tiger,industrial grade,False,False,rifle,0.06,0.8,4,0,the aztec collection,16,16
M4A4 | Magnesium,mil-spec,True,False,rifle,0.0,1.0,4,0,danger zone case,16,811
M4A4 | Mainframe,industrial grade,False,True,rifle,0.0,0.5,4,0,the 2018 nuke collection,16,780
M4A4 | Modern Hunter,restricted,False,False,rifle,0.06,0.8,4,0,the militia collection,16,164
M4A4 | Neo-Noir,covert,True,False,rifle,0.0,0.9,4,0,clutch case,16,695
M4A4 | Poly Mag,mil-spec,True,False,rifle,0.0,1.0,4,0,recoil case,16,1149
M4A4 | Poseidon,classified,False,False,rifle,0.0,0.33,2,0,the gods and monsters collection,16,449
M4A4 | Radiation Hazard,mil-spec,False,True,rifle,0.06,0.8,4,0,the nuke collection,16,167
M4A4 | Red DDPAT,restricted,False,True,rifle,0.0,0.5,4,0,the 2021 dust 2 collection,16,926
M4A4 | Royal Paladin,covert,True,False,rifle,0.0,0.8,4,0,revolver case,16,512
M4A4 | Spider Lily,restricted,True,False,rifle,0.0,1.0,4,0,operation riptide case,16,1097
M4A4 | Temukau,covert,True,False,rifle,0.0,0.8,4,0,revolution case,16,1228
M4A4 | The Battlestar,covert,True,False,rifle,0.0,0.64,4,0,operation wildfire case,16,533
M4A4 | The Coalition,covert,False,False,rifle,0.0,1.0,4,0,the 2021 train collection,16,1063
M4A4 | The Emperor,covert,True,False,rifle,0.0,0.8,4,0,prisma case,16,844
M4A4 | Tooth Fairy,classified,True,False,rifle,0.0,0.73,4,0,fracture case,16,971
M4A4 | Tornado,industrial grade,False,True,rifle,0.06,0.8,4,0,the inferno collection,16,101
M4A4 | Urban DDPAT,industrial grade,False,True,rifle,0.06,0.8,4,0,the train collection,16,17
M4A4 | X-Ray,covert,True,False,rifle,0.0,0.3,2,0,esports 2013 winter case,16,215
M4A4 | Zirka,restricted,True,False,rifle,0.06,0.42,3,0,operation bravo case,16,187
M9 Bayonet | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"gamma 2 case, gamma case",508,577
M9 Bayonet | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"gamma 2 case, gamma case",508,567
M9 Bayonet | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,42
M9 Bayonet | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,77
M9 Bayonet | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"gamma 2 case, gamma case",508,579
M9 Bayonet | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,44
M9 Bayonet | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,12
M9 Bayonet | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"chroma 3 case, chroma 2 case, chroma case",508,411
M9 Bayonet | Doppler,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",508,421
M9 Bayonet | Fade,covert,True,False,knife,0.0,0.08,1,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,38
M9 Bayonet | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,5
M9 Bayonet | Freehand,covert,True,False,knife,0.0,0.48,4,0,"gamma 2 case, gamma case",508,581
M9 Bayonet | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"gamma 2 case, gamma case",508,572
M9 Bayonet | Lore,covert,True,False,knife,0.0,0.65,4,0,"gamma 2 case, gamma case",508,562
M9 Bayonet | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",508,413
M9 Bayonet | Night,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,40
M9 Bayonet | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"chroma 3 case, chroma 2 case, chroma case",508,414
M9 Bayonet | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,72
M9 Bayonet | Scorched,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,175
M9 Bayonet | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,59
M9 Bayonet | Stained,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,43
M9 Bayonet | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",508,409
M9 Bayonet | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"chroma 3 case, chroma 2 case, chroma case",508,98
M9 Bayonet | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,143
M9 Bayonet | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",508,0
MAC-10 | Allure,restricted,True,False,smg,0.0,1.0,4,0,fracture case,17,965
MAC-10 | Aloha,mil-spec,True,False,smg,0.0,0.65,4,0,operation hydra case,17,665
MAC-10 | Amber Fade,mil-spec,False,True,smg,0.0,0.4,3,0,the mirage collection,17,246
MAC-10 | Button Masher,restricted,True,False,smg,0.0,1.0,4,0,snakebite case,17,1045
MAC-10 | Calf Skin,industrial grade,False,True,smg,0.0,1.0,4,0,the 2018 inferno collection,17,748
MAC-10 | Candy Apple,industrial grade,False,True,smg,0.0,0.3,2,0,the train collection,17,3
MAC-10 | Carnivore,mil-spec,True,False,smg,0.0,1.0,4,0,gamma case,17,589
MAC-10 | Case Hardened,restricted,False,True,smg,0.0,1.0,4,0,the 2021 dust 2 collection,17,44
MAC-10 | Classic Crate,mil-spec,True,False,smg,0.0,1.0,4,0,cs20 case,17,908
MAC-10 | Commuter,industrial grade,False,False,smg,0.0,1.0,4,0,the baggage collection,17,343
MAC-10 | Copper Borre,mil-spec,False,False,smg,0.0,0.5,4,0,the norse collection,17,761
MAC-10 | Curse,restricted,True,False,smg,0.0,0.5,4,0,the huntsman collection,17,310
MAC-10 | Disco Tech,classified,True,False,smg,0.0,1.0,4,0,prisma 2 case,17,947
MAC-10 | Echoing Sands,industrial grade,False,True,smg,0.02,0.8,4,0,anubis collection package,17,1244
MAC-10 | Ensnared,mil-spec,True,False,smg,0.0,0.9,4,0,dreams and nightmares case,17,1131
MAC-10 | Fade,mil-spec,False,False,smg,0.0,0.08,1,0,the chop shop collection,17,38
MAC-10 | Gold Brick,restricted,False,True,smg,0.0,0.7,4,0,the ancient collection,17,1025
MAC-10 | Graven,restricted,True,False,smg,0.06,0.8,4,0,operation bravo case,17,188
MAC-10 | Heat,restricted,True,False,smg,0.0,1.0,4,0,operation phoenix weapon case,17,284
MAC-10 | Hot Snakes,classified,False,False,smg,0.0,1.0,4,0,the havoc collection,17,1009
MAC-10 | Indigo,consumer grade,False,True,smg,0.06,0.8,4,0,the cobblestone collection,17,333
MAC-10 | Lapis Gator,mil-spec,True,False,smg,0.0,0.5,4,0,operation wildfire case,17,534
MAC-10 | Last Dive,restricted,True,False,smg,0.0,0.52,4,0,spectrum case,17,651
MAC-10 | Light Box,mil-spec,True,False,smg,0.0,1.0,4,0,kilowatt case,17,1164
MAC-10 | Malachite,restricted,True,False,smg,0.0,0.5,4,0,chroma case,17,402
MAC-10 | Monkeyflage,mil-spec,True,False,smg,0.0,1.0,4,0,recoil case,17,1150
MAC-10 | Neon Rider,covert,True,False,smg,0.0,0.45,3,0,chroma 2 case,17,433
MAC-10 | Nuclear Garden,mil-spec,False,True,smg,0.0,0.7,4,0,the cache collection,17,372
MAC-10 | Oceanic,mil-spec,True,False,smg,0.0,0.6,4,0,spectrum 2 case,17,682
MAC-10 | Palm,industrial grade,False,True,smg,0.06,0.8,4,0,the dust 2 collection,17,157
MAC-10 | Pipe Down,restricted,True,False,smg,0.0,0.9,4,0,danger zone case,17,812
MAC-10 | Propaganda,classified,False,False,smg,0.0,0.62,4,0,the 2021 train collection,17,1067
MAC-10 | Rangeen,mil-spec,True,False,smg,0.0,0.5,4,0,shadow case,17,498
MAC-10 | Red Filigree,restricted,False,False,smg,0.0,0.5,4,0,the canals collection,17,742
MAC-10 | Sakkaku,restricted,True,False,smg,0.21,0.79,4,2,revolution case,17,1229
MAC-10 | Sienna Damask,consumer grade,False,True,smg,0.0,0.6,4,0,the 2021 mirage collection,17,826
MAC-10 | Silver,industrial grade,False,False,smg,0.0,0.08,1,0,the bank collection,17,32
MAC-10 | Stalker,covert,True,False,smg,0.0,1.0,4,0,shattered web case,17,898
MAC-10 | Strats,consumer grade,False,True,smg,0.0,0.6,4,0,the 2021 vertigo collection,17,1075
MAC-10 | Surfwood,consumer grade,False,False,smg,0.0,0.5,4,0,the st marc collection,17,871
MAC-10 | Tatter,restricted,True,False,smg,0.0,0.5,4,0,huntsman weapon case,17,337
MAC-10 | Tornado,consumer grade,False,False,smg,0.06,0.8,4,0,the militia collection,17,101
MAC-10 | Toybox,classified,True,False,smg,0.0,1.0,4,0,operation riptide case,17,1098
MAC-10 | Ultraviolet,mil-spec,True,False,smg,0.06,0.8,4,0,esports 2014 summer case,17,98
MAC-10 | Urban DDPAT,consumer grade,False,True,smg,0.06,0.8,4,0,the vertigo collection,17,17
MAC-10 | Whitefish,mil-spec,True,False,smg,0.0,1.0,4,0,prisma case,17,840
MAG-7 | BI83 Spectrum,restricted,True,False,shotgun,0.0,0.6,4,0,operation riptide case,27,1089
MAG-7 | Bulldozer,restricted,False,True,shotgun,0.06,0.8,4,0,the mirage collection,27,39
MAG-7 | Carbon Fiber,industrial grade,False,False,shotgun,0.0,0.12,1,0,the control collection,27,70
MAG-7 | Chainmail,industrial grade,False,False,shotgun,0.0,0.22,2,0,the norse collection,27,327
MAG-7 | Cinquedea,classified,False,False,shotgun,0.0,1.0,4,0,the canals collection,27,737
MAG-7 | Cobalt Core,mil-spec,True,False,shotgun,0.0,0.5,4,0,shadow case,27,499
MAG-7 | Copper Coated,mil-spec,False,True,shotgun,0.0,1.0,4,0,anubis collection package,27,1245
MAG-7 | Core Breach,restricted,False,True,shotgun,0.0,1.0,4,0,the 2018 nuke collection,27,787
MAG-7 | Counter Terrace,mil-spec,False,False,shotgun,0.0,0.65,4,0,the rising sun collection,27,462
MAG-7 | Firestarter,mil-spec,True,False,shotgun,0.06,0.49,4,0,operation vanguard weapon case,27,385
MAG-7 | Foresight,mil-spec,True,False,shotgun,0.0,0.7,4,0,dreams and nightmares case,27,1132
MAG-7 | Hard Water,mil-spec,True,False,shotgun,0.0,0.45,3,0,operation hydra case,27,666
MAG-7 | Hazard,mil-spec,False,False,shotgun,0.06,0.8,4,0,the alpha collection,27,198
MAG-7 | Heat,restricted,True,False,shotgun,0.0,1.0,4,0,chroma 2 case,27,431
MAG-7 | Heaven Guard,mil-spec,True,False,shotgun,0.0,0.4,3,0,operation phoenix weapon case,27,291
MAG-7 | Insomnia,mil-spec,True,False,shotgun,0.0,1.0,4,0,revolution case,27,1220
MAG-7 | Irradiated Alert,consumer grade,False,True,shotgun,0.06,0.8,4,0,the nuke collection,27,171
MAG-7 | Justice,classified,True,False,shotgun,0.0,1.0,4,0,prisma 2 case,27,948
MAG-7 | Memento,mil-spec,True,False,shotgun,0.02,0.18,2,0,esports 2013 case,27,177
MAG-7 | Metallic DDPAT,industrial grade,False,True,shotgun,0.0,0.08,1,0,the train collection,27,34
MAG-7 | Monster Call,restricted,True,False,shotgun,0.0,1.0,4,0,fracture case,27,961
MAG-7 | Navy Sheen,consumer grade,False,True,shotgun,0.0,0.55,4,0,the 2021 mirage collection,27,822
MAG-7 | Petroglyph,restricted,True,False,shotgun,0.0,0.44,3,0,gamma 2 case,27,608
MAG-7 | Popdog,mil-spec,True,False,shotgun,0.0,0.8,4,0,cs20 case,27,909
MAG-7 | Praetorian,restricted,True,False,shotgun,0.0,0.45,3,0,operation wildfire case,27,535
MAG-7 | Prism Terrace,restricted,False,True,shotgun,0.0,0.37,2,0,the 2021 vertigo collection,27,1072
MAG-7 | Rust Coat,consumer grade,False,True,shotgun,0.0,1.0,4,0,the 2018 inferno collection,27,754
MAG-7 | Sand Dune,consumer grade,False,True,shotgun,0.06,0.8,4,0,the inferno collection,27,99
MAG-7 | Seabird,consumer grade,False,False,shotgun,0.0,1.0,4,0,the chop shop collection,27,473
MAG-7 | Silver,industrial grade,False,True,shotgun,0.0,0.08,1,0,the cobblestone collection,27,32
MAG-7 | Sonar,mil-spec,True,False,shotgun,0.0,0.45,3,0,glove case,27,633
MAG-7 | Storm,consumer grade,False,True,shotgun,0.06,0.8,4,0,the overpass collection,27,100
MAG-7 | SWAG-7,restricted,True,False,shotgun,0.0,0.92,4,0,clutch case,27,703
Moto Gloves | 3rd Commando Company,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5033,10080
Moto Gloves | Blood Pressure,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5033,10079
Moto Gloves | Boom!,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5033,10027
Moto Gloves | Cool Mint,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5033,10028
Moto Gloves | Eclipse,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5033,10024
Moto Gloves | Finish Line,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5033,10077
Moto Gloves | Polygon,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5033,10052
Moto Gloves | POW!,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5033,10049
Moto Gloves | Smoke Out,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5033,10078
Moto Gloves | Spearmint,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5033,10026
Moto Gloves | Transport,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5033,10051
Moto Gloves | Turtle,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5033,10050
MP5-SD | Acid Wash,mil-spec,True,False,smg,0.0,0.68,4,0,shattered web case,24,888
MP5-SD | Agent,restricted,True,False,smg,0.0,1.0,4,0,cs20 case,24,915
MP5-SD | Autumn Twilly,restricted,False,False,smg,0.0,0.58,4,0,the 2021 train collection,24,1061
MP5-SD | Bamboo Garden,consumer grade,False,False,smg,0.0,0.55,4,0,the st marc collection,24,872
MP5-SD | Condition Zero,mil-spec,True,False,smg,0.0,1.0,4,0,operation broken fang case,24,986
MP5-SD | Co-Processor,mil-spec,False,True,smg,0.0,0.5,4,0,the 2018 nuke collection,24,781
MP5-SD | Desert Strike,mil-spec,True,False,smg,0.0,1.0,4,0,prisma 2 case,24,949
MP5-SD | Dirt Drop,consumer grade,False,True,smg,0.06,0.8,4,0,the 2018 inferno collection,24,753
MP5-SD | Gauss,restricted,True,False,smg,0.0,1.0,4,0,prisma case,24,846
MP5-SD | Kitbash,restricted,True,False,smg,0.0,0.8,4,0,fracture case,24,974
MP5-SD | Lab Rats,restricted,False,True,smg,0.0,0.35,2,0,the blacksite collection,24,800
MP5-SD | Liquidation,mil-spec,True,False,smg,0.0,1.0,4,0,revolution case,24,1231
MP5-SD | Necro Jr.,mil-spec,True,False,smg,0.0,1.0,4,0,dreams and nightmares case,24,1137
MP5-SD | Nitro,industrial grade,False,False,smg,0.06,0.8,4,0,the control collection,24,798
MP5-SD | Oxide Oasis,classified,False,True,smg,0.0,0.55,4,0,the 2021 mirage collection,24,923
MP5-SD | Phosphor,classified,True,False,smg,0.0,0.8,4,0,danger zone case,24,810
MP7 | Abyssal Apparition,classified,True,False,smg,0.0,1.0,4,0,dreams and nightmares case,33,1133
MP7 | Akoben,mil-spec,True,False,smg,0.0,0.7,4,0,spectrum case,33,649
MP7 | Anodized Navy,mil-spec,False,True,smg,0.0,0.08,1,0,the italy collection,33,28
MP7 | Armor Core,mil-spec,True,False,smg,0.0,0.5,4,0,chroma 2 case,33,423
MP7 | Army Recon,consumer grade,False,True,smg,0.06,0.8,4,0,the safehouse collection,33,245
MP7 | Asterion,consumer grade,False,False,smg,0.0,0.55,4,0,the gods and monsters collection,33,442
MP7 | Bloodsport,covert,True,False,smg,0.0,0.65,4,0,clutch case,33,696
MP7 | Cirrus,mil-spec,True,False,smg,0.0,0.75,4,0,glove case,33,627
MP7 | Fade,restricted,False,True,smg,0.0,0.25,2,0,the 2018 inferno collection,33,752
MP7 | Forest DDPAT,consumer grade,False,False,smg,0.06,0.8,4,0,the bank collection,33,5
MP7 | Full Stop,mil-spec,False,False,smg,0.0,0.6,4,0,the chop shop collection,33,250
MP7 | Groundwater,consumer grade,False,False,smg,0.06,0.8,4,0,the alpha collection,33,209
MP7 | Guerrilla,mil-spec,True,False,smg,0.0,1.0,4,0,operation riptide case,33,1096
MP7 | Gunsmoke,industrial grade,False,True,smg,0.06,0.8,4,0,the overpass collection,33,15
MP7 | Impire,restricted,True,False,smg,0.0,0.4,3,0,operation wildfire case,33,536
MP7 | Just Smile,restricted,True,False,smg,0.0,1.0,4,0,kilowatt case,33,1163
MP7 | Mischief,mil-spec,True,False,smg,0.1,1.0,4,1,prisma case,33,847
MP7 | Motherboard,industrial grade,False,True,smg,0.0,0.5,4,0,the 2018 nuke collection,33,782
MP7 | Nemesis,classified,True,False,smg,0.0,0.32,2,0,falchion case,33,481
MP7 | Neon Ply,restricted,True,False,smg,0.0,1.0,4,0,shattered web case,33,893
MP7 | Ocean Foam,restricted,True,False,smg,0.0,0.08,1,0,esports 2014 summer case,33,213
MP7 | Olive Plaid,consumer grade,False,False,smg,0.0,0.58,4,0,the baggage collection,33,365
MP7 | Orange Peel,industrial grade,False,True,smg,0.06,0.8,4,0,the mirage collection,33,141
MP7 | Powercore,restricted,True,False,smg,0.0,0.8,4,0,horizon case,33,719
MP7 | Prey,consumer grade,False,True,smg,0.0,0.48,4,0,the 2021 dust 2 collection,33,935
MP7 | Scorched,consumer grade,False,False,smg,0.06,0.8,4,0,the norse collection,33,175
MP7 | Skulls,mil-spec,True,False,smg,0.1,0.26,2,1,csgo weapon case,33,11
MP7 | Special Delivery,restricted,True,False,smg,0.0,0.62,4,0,shadow case,33,500
MP7 | Sunbaked,consumer grade,False,True,smg,0.0,1.0,4,0,anubis collection package,33,1246
MP7 | Tall Grass,industrial grade,False,True,smg,0.0,0.65,4,0,the ancient collection,33,1023
MP7 | Teal Blossom,mil-spec,False,False,smg,0.0,0.5,4,0,the st marc collection,33,728
MP7 | Urban Hazard,mil-spec,True,False,smg,0.0,0.5,4,0,operation breakout weapon case,33,354
MP7 | Vault Heist,industrial grade,False,False,smg,0.0,0.6,4,0,the havoc collection,33,1007
MP7 | Whiteout,mil-spec,False,False,smg,0.06,0.8,4,0,the office collection,33,102
MP9 | Airlock,classified,True,False,smg,0.0,1.0,4,0,gamma 2 case,34,609
MP9 | Army Sheen,consumer grade,False,False,smg,0.0,0.3,2,0,the control collection,34,298
MP9 | Bioleak,mil-spec,True,False,smg,0.0,0.5,4,0,chroma 3 case,34,549
MP9 | Black Sand,mil-spec,True,False,smg,0.0,1.0,4,0,clutch case,34,697
MP9 | Bulldozer,restricted,False,False,smg,0.06,0.8,4,0,the assault collection,34,39
MP9 | Capillary,mil-spec,True,False,smg,0.0,0.7,4,0,horizon case,34,715
MP9 | Dark Age,mil-spec,False,True,smg,0.0,0.22,2,0,the cobblestone collection,34,329
MP9 | Dart,mil-spec,True,False,smg,0.0,0.46,4,0,operation vanguard weapon case,34,386
MP9 | Deadly Poison,mil-spec,True,False,smg,0.0,1.0,4,0,chroma case,34,403
MP9 | Dry Season,consumer grade,False,False,smg,0.06,0.8,4,0,the alpha collection,34,199
MP9 | Featherweight,mil-spec,True,False,smg,0.0,1.0,4,0,revolution case,34,1225
MP9 | Food Chain,classified,True,False,smg,0.0,1.0,4,0,snakebite case,34,1037
MP9 | Goo,restricted,True,False,smg,0.0,0.6,4,0,spectrum 2 case,34,679
MP9 | Green Plaid,consumer grade,False,False,smg,0.0,0.58,4,0,the baggage collection,34,366
MP9 | Hot Rod,mil-spec,False,True,smg,0.0,0.08,1,0,the mirage collection,34,33
MP9 | Hydra,classified,True,False,smg,0.0,1.0,4,0,cs20 case,34,910
MP9 | Hypnotic,restricted,True,False,smg,0.0,0.08,1,0,csgo weapon case 2,34,61
MP9 | Modest Threat,mil-spec,True,False,smg,0.0,0.75,4,0,danger zone case,34,804
MP9 | Mount Fuji,restricted,True,False,smg,0.0,0.55,4,0,operation riptide case,34,1094
MP9 | Music Box,mil-spec,False,True,smg,0.0,0.55,4,0,the 2021 mirage collection,34,820
MP9 | Old Roots,industrial grade,False,True,smg,0.0,0.5,4,0,the 2021 dust 2 collection,34,931
MP9 | Orange Peel,industrial grade,False,True,smg,0.06,0.8,4,0,the safehouse collection,34,141
MP9 | Pandora's Box,mil-spec,False,False,smg,0.0,0.3,2,0,the gods and monsters collection,34,448
MP9 | Rose Iron,restricted,True,False,smg,0.0,0.3,2,0,winter offensive weapon case,34,262
MP9 | Ruby Poison Dart,restricted,True,False,smg,0.0,0.5,4,0,falchion case,34,482
MP9 | Sand Dashed,consumer grade,False,True,smg,0.06,0.8,4,0,the dust 2 collection,34,148
MP9 | Sand Scale,mil-spec,True,False,smg,0.0,0.45,3,0,glove case,34,630
MP9 | Setting Sun,mil-spec,False,True,smg,0.0,1.0,4,0,the cache collection,34,368
MP9 | Slide,consumer grade,False,True,smg,0.06,0.8,4,0,the 2018 inferno collection,34,755
MP9 | Stained Glass,restricted,False,False,smg,0.0,0.5,4,0,the canals collection,34,867
MP9 | Starlight Protector,covert,True,False,smg,0.0,0.8,4,0,dreams and nightmares case,34,1134
MP9 | Storm,consumer grade,False,True,smg,0.06,0.8,4,0,the overpass collection,34,100
MP9 | Wild Lily,classified,False,False,smg,0.0,0.7,4,0,the st marc collection,34,734
Navaja Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"danger zone case, horizon case",520,42
Navaja Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,77
Navaja Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"danger zone case, horizon case",520,44
Navaja Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,12
Navaja Knife | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"prisma case, prisma 2 case",520,857
Navaja Knife | Doppler,covert,True,False,knife,0.0,0.08,1,0,"prisma case, prisma 2 case",520,421
Navaja Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,"danger zone case, horizon case",520,38
Navaja Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,5
Navaja Knife | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"prisma case, prisma 2 case",520,413
Navaja Knife | Night Stripe,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,735
Navaja Knife | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"prisma case, prisma 2 case",520,414
Navaja Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,72
Navaja Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,175
Navaja Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"danger zone case, horizon case",520,59
Navaja Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,"danger zone case, horizon case",520,43
Navaja Knife | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"prisma case, prisma 2 case",520,409
Navaja Knife | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"prisma case, prisma 2 case",520,98
Navaja Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"danger zone case, horizon case",520,143
Navaja Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"danger zone case, horizon case",520,0
Negev | Anodized Navy,mil-spec,False,False,machine gun,0.0,0.08,1,0,the assault collection,28,28
Negev | Army Sheen,consumer grade,False,False,machine gun,0.0,0.3,2,0,the bank collection,28,298
Negev | Boroque Sand,consumer grade,False,False,machine gun,0.0,1.0,4,0,the canals collection,28,920
Negev | Bratatat,mil-spec,True,False,machine gun,0.0,1.0,4,0,esports 2014 summer case,28,317
Negev | Bulkhead,industrial grade,False,True,machine gun,0.0,0.5,4,0,the 2018 nuke collection,28,783
Negev | CaliCamo,industrial grade,False,True,machine gun,0.0,0.6,4,0,the mirage collection,28,240
Negev | Dazzle,mil-spec,True,False,machine gun,0.1,0.65,4,1,gamma 2 case,28,610
Negev | Desert-Strike,mil-spec,True,False,machine gun,0.0,0.5,4,0,operation breakout weapon case,28,355
